gene_name,transcript_id
PIK3R6,ENST00000619866.5
PIK3R5,ENST00000447110.6
NTN1,ENST00000173229.7
STX8,ENST00000306357.9
CFAP52,ENST00000352665.10
USP43,ENST00000285199.12
DHRS7C,ENST00000571134.2
GLP2R,ENST00000262441.10
RCVRN,ENST00000226193.6
GAS7,ENST00000432992.7
MYH13,ENST00000252172.9
MYH8,ENST00000403437.2
MYH4,ENST00000255381.2
MYH1,ENST00000226207.6
MYH2,ENST00000245503.10
MYH3,ENST00000583535.6
SCO1,ENST00000255390.10
ADPRM,ENST00000379774.5
TMEM220,ENST00000341871.8
PIRT,ENST00000580256.3
SHISA6,ENST00000441885.8
DNAH9,ENST00000262442.9
ZNF18,ENST00000580306.7
MAP2K4,ENST00000353533.10
MYOCD,ENST00000425538.6
ARHGAP44,ENST00000379672.10
ELAC2,ENST00000338034.9
HS3ST3A1,ENST00000284110.2
COX10,ENST00000261643.8
CDRT15,ENST00000420162.7
HS3ST3B1,ENST00000360954.3
PMP22,ENST00000312280.9
TEKT3,ENST00000395930.6
CDRT4,ENST00000619038.5
TVP23C,ENST00000518321.6
CDRT1,ENST00000395906.8
TRIM16,ENST00000649191.2
ZNF286A,ENST00000583566.6
ADORA2B,ENST00000304222.3
ZSWIM7,ENST00000399277.6
TTC19,ENST00000261647.10
NCOR1,ENST00000268712.8
PIGL,ENST00000225609.10
CENPV,ENST00000299736.5
UBB,ENST00000302182.8
TRPV2,ENST00000338560.12
LRRC75A,ENST00000470794.2
ZNF287,ENST00000395825.4
ZNF624,ENST00000311331.12
CCDC144A,ENST00000399273.5
TNFRSF13B,ENST00000261652.7
MPRIP,ENST00000651222.2
PLD6,ENST00000321560.4
FLCN,ENST00000285071.9
COPS3,ENST00000268717.10
NT5M,ENST00000389022.9
MED9,ENST00000268711.4
RASD1,ENST00000225688.4
PEMT,ENST00000255389.10
RAI1,ENST00000353383.6
SREBF1,ENST00000261646.11
TOM1L2,ENST00000379504.8
DRC3,ENST00000399187.6
ATPAF2,ENST00000474627.8
GID4,ENST00000268719.9
DRG2,ENST00000225729.8
MYO15A,ENST00000647165.2
ALKBH5,ENST00000399138.5
LLGL1,ENST00000316843.9
FLII,ENST00000327031.9
MIEF2,ENST00000323019.9
TOP3A,ENST00000321105.10
SMCR8,ENST00000406438.5
SHMT1,ENST00000316694.8
EVPLL,ENST00000399134.5
LGALS9C,ENST00000328114.11
FOXO3B,ENST00000395675.7
FBXW10,ENST00000395665.9
TVP23B,ENST00000307767.13
PRPSAP2,ENST00000268835.7
SLC5A10,ENST00000395645.4
FAM83G,ENST00000388995.11
GRAP,ENST00000284154.10
GRAPL,ENST00000344415.9
B9D1,ENST00000261499.10
MAPK7,ENST00000395604.8
MFAP4,ENST00000299610.5
RNF112,ENST00000461366.2
SLC47A1,ENST00000270570.8
ALDH3A2,ENST00000176643.11
SLC47A2,ENST00000433844.4
ALDH3A1,ENST00000225740.11
ULK2,ENST00000395544.9
AKAP10,ENST00000225737.11
LGALS9B,ENST00000423676.8
CDRT15L2,ENST00000399044.1
USP22,ENST00000261497.9
TMEM11,ENST00000317635.6
NATD1,ENST00000611551.1
MAP2K3,ENST00000342679.9
KCNJ12,ENST00000583088.6
KCNJ18,ENST00000567955.3
MTRNR2L1,ENST00000540040.3
WSB1,ENST00000262394.7
LGALS9,ENST00000395473.7
NOS2,ENST00000313735.11
LYRM9,ENST00000379102.8
NLK,ENST00000407008.8
TMEM97,ENST00000226230.8
IFT20,ENST00000395418.8
TNFAIP1,ENST00000226225.7
POLDIP2,ENST00000540200.6
TMEM199,ENST00000292114.8
SARM1,ENST00000585482.6
VTN,ENST00000226218.9
SLC46A1,ENST00000612814.5
SLC13A2,ENST00000314669.10
FOXN1,ENST00000579795.6
UNC119,ENST00000335765.9
PIGS,ENST00000308360.8
ALDOC,ENST00000226253.9
SPAG5,ENST00000321765.10
RSKR,ENST00000301037.11
KIAA0100,ENST00000528896.7
SDF2,ENST00000247020.9
SUPT6H,ENST00000314616.11
PROCA1,ENST00000682792.1
RAB34,ENST00000395245.9
RPL23A,ENST00000422514.7
TLCD1,ENST00000292090.8
NEK8,ENST00000268766.11
TRAF4,ENST00000262395.10
FAM222B,ENST00000581407.6
ERAL1,ENST00000254928.10
FLOT2,ENST00000394908.9
DHRS13,ENST00000378895.9
PHF12,ENST00000332830.9
PIPOX,ENST00000323372.9
SEZ6,ENST00000317338.17
MYO18A,ENST00000527372.7
CRYBA1,ENST00000225387.8
NUFIP2,ENST00000225388.9
TAOK1,ENST00000261716.8
ABHD15,ENST00000307201.5
TP53I13,ENST00000301057.8
GIT1,ENST00000225394.8
ANKRD13B,ENST00000394859.8
CORO6,ENST00000388767.8
SSH2,ENST00000540801.6
NSRP1,ENST00000247026.10
SLC6A4,ENST00000650711.1
BLMH,ENST00000261714.11
TMIGD1,ENST00000328886.5
CPD,ENST00000225719.9
GOSR1,ENST00000451249.7
CRLF3,ENST00000324238.7
ATAD5,ENST00000321990.5
TEFM,ENST00000581216.6
ADAP2,ENST00000330889.8
RNF135,ENST00000328381.10
NF1,ENST00000358273.9
OMG,ENST00000247271.5
EVI2B,ENST00000330927.5
EVI2A,ENST00000462804.3
RAB11FIP4,ENST00000621161.5
COPRS,ENST00000302362.11
UTP6,ENST00000261708.9
SUZ12,ENST00000322652.10
RHOT1,ENST00000545287.7
RHBDL3,ENST00000269051.9
C17orf75,ENST00000577809.6
ZNF207,ENST00000394670.9
PSMD11,ENST00000261712.8
CDK5R1,ENST00000313401.4
MYO1D,ENST00000318217.10
TMEM98,ENST00000579849.6
SPACA3,ENST00000269053.8
ASIC2,ENST00000225823.7
CCL2,ENST00000225831.4
CCL7,ENST00000378569.2
CCL11,ENST00000305869.4
CCL8,ENST00000394620.2
CCL13,ENST00000225844.7
CCL1,ENST00000225842.4
TMEM132E,ENST00000631683.2
CCT6B,ENST00000314144.10
ZNF830,ENST00000361952.5
LIG3,ENST00000378526.9
RFFL,ENST00000394597.7
RAD51D,ENST00000345365.11
FNDC8,ENST00000158009.6
NLE1,ENST00000442241.9
UNC45B,ENST00000394570.7
SLFN5,ENST00000299977.9
SLFN12,ENST00000304905.10
SLFN13,ENST00000285013.11
SLFN14,ENST00000674182.1
PEX12,ENST00000225873.9
AP2B1,ENST00000610402.5
TAF15,ENST00000605844.6
RASL10B,ENST00000603017.2
GAS2L2,ENST00000604641.6
MMP28,ENST00000605424.6
C17orf50,ENST00000605587.2
HEATR9,ENST00000604834.6
CCL5,ENST00000651122.1
RDM1,ENST00000620284.5
LYZL6,ENST00000615905.5
CCL16,ENST00000611905.2
CCL14,ENST00000618404.5
CCL15,ENST00000617897.2
CCL23,ENST00000615050.2
CCL18,ENST00000616054.2
CCL3,ENST00000613922.2
CCL4,ENST00000615863.2
TBC1D3B,ENST00000611257.5
CCL3L1,ENST00000619989.1
CCL4L2,ENST00000617405.5
TBC1D3G,ENST00000569055.2
ZNHIT3,ENST00000617429.5
MYO19,ENST00000614623.5
PIGW,ENST00000614443.2
GGNBP2,ENST00000613102.5
DHRS11,ENST00000618403.5
MRM1,ENST00000614766.5
LHX1,ENST00000614239.1
AATF,ENST00000619387.5
ACACA,ENST00000616317.5
C17orf78,ENST00000615133.2
TADA2A,ENST00000615182.5
DUSP14,ENST00000617516.5
SYNRG,ENST00000612223.5
DDX52,ENST00000617633.5
HNF1B,ENST00000617811.5
TBC1D3L,ENST00000612727.5
TBC1D3C,ENST00000622206.2
TBC1D3E,ENST00000621587.2
TBC1D3,ENST00000620215.3
MRPL45,ENST00000613675.5
GPR179,ENST00000616987.5
SOCS7,ENST00000612932.6
ARHGAP23,ENST00000622683.5
SRCIN1,ENST00000617146.5
EPOP,ENST00000621654.2
MLLT6,ENST00000621332.5
CISD3,ENST00000613478.2
PCGF2,ENST00000620225.5
PSMB3,ENST00000619426.5
PIP4K2B,ENST00000619039.5
CWC25,ENST00000614790.5
C17orf98,ENST00000614158.2
RPL23,ENST00000479035.7
LASP1,ENST00000318008.11
FBXO47,ENST00000378079.3
PLXDC1,ENST00000315392.9
ARL5C,ENST00000269586.12
CACNB1,ENST00000394303.8
RPL19,ENST00000225430.9
STAC2,ENST00000333461.6
FBXL20,ENST00000264658.11
MED1,ENST00000300651.11
CDK12,ENST00000447079.6
NEUROD2,ENST00000302584.5
PPP1R1B,ENST00000254079.9
STARD3,ENST00000336308.10
TCAP,ENST00000309889.3
PNMT,ENST00000269582.3
PGAP3,ENST00000300658.9
ERBB2,ENST00000269571.10
MIEN1,ENST00000394231.8
GRB7,ENST00000309156.9
IKZF3,ENST00000346872.8
ZPBP2,ENST00000348931.9
GSDMB,ENST00000418519.6
ORMDL3,ENST00000304046.7
LRRC3C,ENST00000377924.6
GSDMA,ENST00000301659.9
PSMD3,ENST00000264639.9
CSF3,ENST00000394149.8
MED24,ENST00000394128.7
THRA,ENST00000450525.7
NR1D1,ENST00000246672.4
MSL1,ENST00000398532.9
CASC3,ENST00000264645.12
RAPGEFL1,ENST00000620260.6
WIPF2,ENST00000323571.9
CDC6,ENST00000209728.9
RARA,ENST00000254066.10
GJD3,ENST00000578689.2
TOP2A,ENST00000423485.6
IGFBP4,ENST00000269593.5
TNS4,ENST00000254051.11
CCR7,ENST00000246657.2
SMARCE1,ENST00000348513.12
KRT222,ENST00000394052.5
KRT24,ENST00000264651.3
KRT25,ENST00000312150.5
KRT27,ENST00000301656.4
KRT28,ENST00000306658.8
KRT10,ENST00000269576.6
KRT12,ENST00000251643.5
KRT20,ENST00000167588.4
KRT23,ENST00000209718.8
KRT39,ENST00000355612.7
KRTAP3-3,ENST00000391586.3
KRTAP3-2,ENST00000391587.3
KRTAP3-1,ENST00000391588.3
KRTAP1-5,ENST00000361883.6
KRTAP1-3,ENST00000344363.7
KRTAP1-1,ENST00000306271.5
KRTAP2-1,ENST00000391419.3
KRTAP2-3,ENST00000391418.3
KRTAP2-4,ENST00000394015.3
KRTAP4-8,ENST00000333822.5
KRTAP4-11,ENST00000391413.4
KRTAP4-12,ENST00000394014.2
KRTAP4-5,ENST00000343246.6
KRTAP4-4,ENST00000390661.5
KRTAP4-3,ENST00000391356.4
KRTAP4-2,ENST00000377726.3
KRTAP4-1,ENST00000398472.2
KRTAP9-1,ENST00000398470.1
KRTAP9-2,ENST00000377721.3
KRTAP9-3,ENST00000411528.4
KRTAP9-8,ENST00000254072.7
KRTAP9-4,ENST00000334109.3
KRTAP29-1,ENST00000391353.1
KRTAP17-1,ENST00000334202.5
KRT33A,ENST00000007735.4
KRT33B,ENST00000251646.8
KRT34,ENST00000394001.3
KRT31,ENST00000251645.3
KRT37,ENST00000225550.4
KRT38,ENST00000246646.4
KRT32,ENST00000225899.4
KRT36,ENST00000328119.11
KRT13,ENST00000246635.8
KRT15,ENST00000254043.8
KRT19,ENST00000361566.7
KRT9,ENST00000246662.9
KRT14,ENST00000167586.7
KRT16,ENST00000301653.9
KRT17,ENST00000311208.13
EIF1,ENST00000469257.2
GAST,ENST00000329402.4
HAP1,ENST00000347901.9
JUP,ENST00000393931.8
P3H4,ENST00000393928.6
FKBP10,ENST00000321562.9
NT5C3B,ENST00000435506.7
KLHL10,ENST00000293303.5
KLHL11,ENST00000319121.4
ACLY,ENST00000352035.7
ODAD4,ENST00000377540.6
CNP,ENST00000393892.8
DNAJC7,ENST00000457167.9
NKIRAS2,ENST00000393885.9
C17orf113,ENST00000587304.3
DHX58,ENST00000251642.8
KAT2A,ENST00000225916.10
HSPB9,ENST00000565659.2
RAB5C,ENST00000346213.9
KCNH4,ENST00000264661.4
HCRT,ENST00000293330.1
GHDC,ENST00000587427.6
STAT5B,ENST00000293328.8
STAT5A,ENST00000590949.6
STAT3,ENST00000264657.10
CAVIN1,ENST00000357037.6
ATP6V0A1,ENST00000343619.9
NAGLU,ENST00000225927.7
HSD17B1,ENST00000585807.6
COASY,ENST00000393818.3
MLX,ENST00000435881.7
PSMC3IP,ENST00000393795.8
RETREG3,ENST00000309428.10
TUBG1,ENST00000251413.8
TUBG2,ENST00000251412.8
PLEKHH3,ENST00000591022.6
CCR10,ENST00000332438.4
CNTNAP1,ENST00000264638.9
EZH1,ENST00000428826.7
RAMP2,ENST00000253796.10
VPS25,ENST00000253794.7
WNK4,ENST00000246914.10
COA3,ENST00000328434.8
CNTD1,ENST00000588408.6
BECN1,ENST00000590099.6
PSME3,ENST00000590720.6
AOC2,ENST00000253799.8
AOC3,ENST00000308423.7
G6PC1,ENST00000253801.7
AARSD1,ENST00000427569.7
PTGES3L,ENST00000591916.7
RPL27,ENST00000253788.12
IFI35,ENST00000415816.7
VAT1,ENST00000355653.8
RND2,ENST00000587250.4
BRCA1,ENST00000357654.9
NBR1,ENST00000590996.6
TMEM106A,ENST00000612339.4
ARL4D,ENST00000320033.5
DHX8,ENST00000262415.8
ETV4,ENST00000319349.10
MEOX1,ENST00000318579.9
SOST,ENST00000301691.3
DUSP3,ENST00000226004.8
CFAP97D1,ENST00000449302.8
MPP3,ENST00000398389.9
CD300LG,ENST00000317310.5
MPP2,ENST00000269095.9
PPY,ENST00000225992.8
NAGS,ENST00000293404.8
TMEM101,ENST00000206380.8
LSM12,ENST00000293406.8
G6PC3,ENST00000269097.9
HDAC5,ENST00000682912.1
HROB,ENST00000585683.6
ASB16,ENST00000293414.6
TMUB2,ENST00000538716.7
ATXN7L3,ENST00000587097.6
UBTF,ENST00000436088.6
SLC4A1,ENST00000262418.12
RUNDC3A,ENST00000426726.8
SLC25A39,ENST00000377095.10
GRN,ENST00000053867.8
FAM171A2,ENST00000293443.12
ITGA2B,ENST00000262407.6
GPATCH8,ENST00000591680.6
FZD2,ENST00000315323.5
MEIOC,ENST00000409122.7
CCDC43,ENST00000315286.13
DBF4B,ENST00000315005.8
ADAM11,ENST00000200557.11
GJC1,ENST00000592524.6
HIGD1B,ENST00000253410.3
EFTUD2,ENST00000426333.7
CCDC103,ENST00000417826.3
GFAP,ENST00000588735.3
KIF18B,ENST00000593135.6
NMT1,ENST00000258960.7
C1QL1,ENST00000253407.4
DCAKD,ENST00000651974.1
PLCD3,ENST00000619929.5
ACBD4,ENST00000321854.13
HEXIM1,ENST00000332499.4
HEXIM2,ENST00000589230.6
FMNL1,ENST00000331495.8
SPATA32,ENST00000331780.5
MAP3K14,ENST00000344686.8
PLEKHM1,ENST00000430334.8
CRHR1,ENST00000314537.10
SPPL2C,ENST00000329196.7
MAPT,ENST00000262410.10
STH,ENST00000537309.1
KANSL1,ENST00000432791.7
ARL17B,ENST00000450673.4
ARL17A,ENST00000336125.6
NSF,ENST00000398238.8
WNT3,ENST00000225512.6
WNT9B,ENST00000290015.7
GOSR2,ENST00000640051.2
RPRML,ENST00000322329.5
CDC27,ENST00000066544.8
MYL4,ENST00000393450.5
ITGB3,ENST00000559488.7
EFCAB13,ENST00000331493.7
NPEPPS,ENST00000322157.9
KPNB1,ENST00000290158.9
TBX21,ENST00000177694.2
OSBPL7,ENST00000007414.8
MRPL10,ENST00000351111.7
LRRC46,ENST00000269025.9
SCRN2,ENST00000290216.14
SP6,ENST00000536300.2
SP2,ENST00000376741.5
PNPO,ENST00000642017.2
PRR15L,ENST00000300557.3
CDK5RAP3,ENST00000338399.9
COPZ2,ENST00000621465.5
NFE2L1,ENST00000362042.8
CBX1,ENST00000225603.9
SNX11,ENST00000359238.7
SKAP1,ENST00000336915.11
HOXB1,ENST00000239174.7
HOXB2,ENST00000330070.6
HOXB3,ENST00000498678.6
HOXB4,ENST00000332503.6
HOXB5,ENST00000239151.6
HOXB6,ENST00000225648.4
HOXB7,ENST00000239165.9
HOXB8,ENST00000239144.5
HOXB9,ENST00000311177.7
PRAC1,ENST00000290294.5
PRAC2,ENST00000422730.4
HOXB13,ENST00000290295.8
TTLL6,ENST00000393382.8
CALCOCO2,ENST00000258947.8
ATP5MC1,ENST00000393366.7
UBE2Z,ENST00000360943.10
SNF8,ENST00000502492.6
GIP,ENST00000357424.2
IGF2BP1,ENST00000290341.8
B4GALNT2,ENST00000393354.7
GNGT2,ENST00000507680.6
ABI3,ENST00000225941.6
PHOSPHO1,ENST00000310544.9
ZNF652,ENST00000430262.3
PHB,ENST00000300408.8
NGFR,ENST00000172229.8
NXPH3,ENST00000328741.6
SPOP,ENST00000504102.6
SLC35B1,ENST00000240333.12
FAM117A,ENST00000240364.7
KAT7,ENST00000259021.9
DLX4,ENST00000240306.5
DLX3,ENST00000434704.2
ITGA3,ENST00000320031.13
PDK2,ENST00000503176.6
SAMD14,ENST00000330175.9
PPP1R9B,ENST00000612501.2
SGCA,ENST00000262018.8
COL1A1,ENST00000225964.10
TMEM92,ENST00000507382.2
XYLT2,ENST00000017003.7
MRPL27,ENST00000225969.9
EME1,ENST00000338165.9
LRRC59,ENST00000225972.8
ACSF2,ENST00000300441.9
CHAD,ENST00000508540.6
RSAD1,ENST00000258955.7
MYCBPAP,ENST00000323776.11
EPN3,ENST00000268933.8
SPATA20,ENST00000006658.11
CACNA1G,ENST00000359106.10
ABCC3,ENST00000285238.13
ANKRD40,ENST00000285243.7
LUC7L3,ENST00000505658.6
ANKRD40CL,ENST00000450727.6
WFIKKN2,ENST00000311378.5
TOB1,ENST00000499247.3
SPAG9,ENST00000262013.12
NME1,ENST00000393196.8
NME2,ENST00000512737.6
MBTD1,ENST00000586178.6
UTP18,ENST00000225298.12
CA10,ENST00000451037.7
KIF2B,ENST00000268919.6
TOM1L1,ENST00000575882.6
COX11,ENST00000299335.8
STXBP4,ENST00000376352.6
HLF,ENST00000226067.10
MMD,ENST00000262065.8
TMEM100,ENST00000424486.3
PCTP,ENST00000268896.10
ANKFN1,ENST00000682825.1
NOG,ENST00000332822.6
C17orf67,ENST00000397861.7
DGKE,ENST00000284061.8
TRIM25,ENST00000316881.9
COIL,ENST00000240316.5
SCPEP1,ENST00000262288.8
AKAP1,ENST00000337714.8
MSI2,ENST00000284073.7
CCDC182,ENST00000299415.3
MRPS23,ENST00000313608.13
CUEDC1,ENST00000577830.6
VEZF1,ENST00000581208.2
SRSF1,ENST00000258962.5
DYNLL2,ENST00000579991.3
OR4D1,ENST00000268912.6
OR4D2,ENST00000545221.2
EPX,ENST00000225371.6
MKS1,ENST00000393119.7
LPO,ENST00000262290.9
MPO,ENST00000225275.4
TSPOAP1,ENST00000343736.9
SUPT4H1,ENST00000225504.8
RNF43,ENST00000407977.7
HSF5,ENST00000323777.8
MTMR4,ENST00000682306.1
SEPTIN4,ENST00000672673.2
TEX14,ENST00000349033.10
RAD51C,ENST00000337432.9
PPM1E,ENST00000308249.4
TRIM37,ENST00000262294.12
SKA2,ENST00000330137.12
PRR11,ENST00000262293.9
SMG8,ENST00000300917.10
GDPD1,ENST00000284116.9
YPEL2,ENST00000312655.9
DHX40,ENST00000251241.9
CLTC,ENST00000269122.8
PTRH2,ENST00000393038.3
VMP1,ENST00000262291.9
TUBD1,ENST00000325752.8
RPS6KB1,ENST00000225577.9
RNFT1,ENST00000305783.13
HEATR6,ENST00000184956.11
CA4,ENST00000300900.9
USP32,ENST00000300896.9
C17orf64,ENST00000269127.5
APPBP2,ENST00000083182.8
PPM1D,ENST00000305921.8
BCAS3,ENST00000407086.8
TBX2,ENST00000240328.4
TBX4,ENST00000644296.1
NACA2,ENST00000521764.3
BRIP1,ENST00000259008.7
INTS2,ENST00000251334.7
MED13,ENST00000397786.7
EFCAB3,ENST00000305286.8
METTL2A,ENST00000311506.10
TLK2,ENST00000346027.10
MRC2,ENST00000303375.10
MARCHF10,ENST00000311269.10
CYB561,ENST00000360793.8
ACE,ENST00000290866.10
KCNH6,ENST00000314672.10
DCAF7,ENST00000614556.5
TACO1,ENST00000258975.7
MAP3K3,ENST00000361733.8
STRADA,ENST00000336174.12
LIMD2,ENST00000259006.8
CCDC47,ENST00000225726.10
DDX42,ENST00000389924.7
FTSJ3,ENST00000427159.7
PSMC5,ENST00000310144.11
SMARCD2,ENST00000448276.7
CSH2,ENST00000392886.7
GH2,ENST00000423893.7
CSH1,ENST00000316193.13
CSHL1,ENST00000309894.6
GH1,ENST00000323322.10
CD79B,ENST00000006750.8
SCN4A,ENST00000435607.3
PRR29,ENST00000412177.6
ICAM2,ENST00000579788.6
ERN1,ENST00000433197.4
TEX2,ENST00000584379.6
PECAM1,ENST00000563924.6
MILR1,ENST00000619286.5
POLG2,ENST00000539111.7
DDX5,ENST00000225792.10
CEP95,ENST00000556440.7
SMURF2,ENST00000262435.14
LRRC37A3,ENST00000584306.6
GNA13,ENST00000439174.7
RGS9,ENST00000262406.10
AXIN2,ENST00000307078.10
CEP112,ENST00000535342.7
APOH,ENST00000205948.11
PRKCA,ENST00000413366.8
CACNG5,ENST00000533854.6
CACNG4,ENST00000262138.4
CACNG1,ENST00000226021.5
HELZ,ENST00000358691.10
PSMD12,ENST00000356126.8
PITPNC1,ENST00000581322.6
NOL11,ENST00000253247.9
BPTF,ENST00000306378.11
C17orf58,ENST00000580729.3
KPNA2,ENST00000330459.8
AMZ2,ENST00000359904.8
ARSG,ENST00000621439.5
SLC16A6,ENST00000580666.6
WIPI1,ENST00000262139.10
PRKAR1A,ENST00000589228.6
FAM20A,ENST00000592554.2
ABCA8,ENST00000586539.6
ABCA9,ENST00000340001.9
ABCA6,ENST00000284425.7
ABCA5,ENST00000392676.8
MAP2K6,ENST00000590474.7
KCNJ16,ENST00000392671.6
KCNJ2,ENST00000243457.4
SOX9,ENST00000245479.3
SSTR2,ENST00000357585.4
COG1,ENST00000299886.9
C17orf80,ENST00000535032.7
CPSF4L,ENST00000344935.8
CDC42EP4,ENST00000335793.4
SDK2,ENST00000392650.8
RPL38,ENST00000311111.11
TTYH2,ENST00000269346.9
DNAI2,ENST00000311014.11
KIF19,ENST00000389916.5
BTBD17,ENST00000375366.4
GPRC5C,ENST00000392627.7
CD300A,ENST00000360141.8
CD300LB,ENST00000392621.6
CD300C,ENST00000330793.2
CD300LD,ENST00000375352.1
CD300E,ENST00000392619.2
RAB37,ENST00000392613.10
CD300LF,ENST00000326165.11
SLC9A3R1,ENST00000262613.10
NAT9,ENST00000357814.8
TMEM104,ENST00000335464.10
GRIN2C,ENST00000293190.10
FDXR,ENST00000293195.10
FADS6,ENST00000612771.5
USH1G,ENST00000614341.5
OTOP2,ENST00000331427.9
OTOP3,ENST00000328801.6
HID1,ENST00000425042.7
CDR2L,ENST00000337231.5
MRPL58,ENST00000301585.10
KCTD2,ENST00000322444.7
ATP5PD,ENST00000301587.9
SLC16A5,ENST00000329783.9
ARMC7,ENST00000245543.6
NT5C,ENST00000245552.7
JPT1,ENST00000409753.8
SUMO2,ENST00000420826.7
NUP85,ENST00000245544.9
GGA3,ENST00000537686.6
MRPS7,ENST00000245539.11
MIF4GD,ENST00000325102.13
SLC25A19,ENST00000416858.7
GRB2,ENST00000316804.10
TMEM94,ENST00000314256.12
CASKIN2,ENST00000321617.8
TSEN54,ENST00000333213.11
LLGL2,ENST00000392550.8
RECQL5,ENST00000317905.10
SMIM5,ENST00000375215.3
SMIM6,ENST00000579469.2
SAP30BP,ENST00000584667.6
ITGB4,ENST00000200181.8
GALK1,ENST00000588479.6
H3-3B,ENST00000254810.8
UNK,ENST00000589666.6
UNC13D,ENST00000207549.9
WBP2,ENST00000254806.8
TRIM47,ENST00000254816.6
TRIM65,ENST00000269383.8
MRPL38,ENST00000309352.4
ACOX1,ENST00000293217.10
TEN1,ENST00000397640.6
EVPL,ENST00000301607.8
SRP68,ENST00000307877.7
ZACN,ENST00000334586.10
GALR2,ENST00000329003.4
EXOC7,ENST00000589210.6
FOXJ1,ENST00000322957.7
RNF157,ENST00000269391.11
UBALD2,ENST00000327490.8
PRPSAP1,ENST00000446526.8
SPHK1,ENST00000592299.6
UBE2O,ENST00000319380.12
AANAT,ENST00000392492.8
RHBDF2,ENST00000675367.1
CYGB,ENST00000293230.10
PRCD,ENST00000592014.6
ST6GALNAC2,ENST00000225276.10
ST6GALNAC1,ENST00000156626.12
MXRA7,ENST00000449428.7
JMJD6,ENST00000397625.9
METTL23,ENST00000341249.11
SRSF2,ENST00000359995.10
MGAT5B,ENST00000569840.7
SEC14L1,ENST00000436233.9
SEPTIN9,ENST00000427177.6
SEPTIN9,ENST00000329047.13
TMC6,ENST00000590602.6
TMC8,ENST00000318430.10
SYNGR2,ENST00000225777.8
TK1,ENST00000301634.12
BIRC5,ENST00000350051.8
SOCS3,ENST00000330871.3
PGS1,ENST00000262764.11
DNAH17,ENST00000389840.7
TIMP2,ENST00000262768.11
CEP295NL,ENST00000322630.3
LGALS3BP,ENST00000262776.8
CANT1,ENST00000392446.10
C1QTNF1,ENST00000579760.6
ENGASE,ENST00000579016.6
ENPP7,ENST00000328313.10
CBX2,ENST00000310942.9
CBX8,ENST00000269385.9
CBX4,ENST00000269397.9
TBC1D16,ENST00000310924.7
CCDC40,ENST00000397545.9
GAA,ENST00000302262.8
EIF4A3,ENST00000649764.2
CARD14,ENST00000648509.2
SGSH,ENST00000326317.11
SLC26A11,ENST00000361193.8
ENDOV,ENST00000518137.6
NPTX1,ENST00000306773.5
RPTOR,ENST00000306801.8
CHMP6,ENST00000325167.9
BAIAP2,ENST00000428708.7
AATK,ENST00000326724.9
PVALEF,ENST00000637878.2
CEP131,ENST00000450824.7
TEPSIN,ENST00000637944.2
NDUFAF8,ENST00000431388.3
SLC38A10,ENST00000374759.8
BAHCC1,ENST00000675386.2
ACTG1,ENST00000573283.7
FSCN2,ENST00000417245.7
FAAP100,ENST00000327787.13
NPLOC4,ENST00000331134.11
PDE6G,ENST00000331056.10
OXLD1,ENST00000374741.4
CCDC137,ENST00000329214.13
ARL16,ENST00000622299.5
HGS,ENST00000329138.9
MRPL12,ENST00000333676.8
SLC25A10,ENST00000350690.10
GCGR,ENST00000400723.8
MCRIP1,ENST00000455127.7
PPP1R27,ENST00000330261.5
P4HB,ENST00000331483.9
ARHGDIA,ENST00000269321.12
ALYREF,ENST00000505490.3
ANAPC11,ENST00000344877.10
NPB,ENST00000333383.8
PCYT2,ENST00000538936.7
SIRT7,ENST00000328666.11
MAFG,ENST00000357736.9
PYCR1,ENST00000329875.13
MYADML2,ENST00000409745.2
NOTUM,ENST00000409678.8
ASPSCR1,ENST00000306739.9
CENPX,ENST00000392359.8
LRRC45,ENST00000306688.8
RAC3,ENST00000306897.9
DCXR,ENST00000306869.7
RFNG,ENST00000310496.9
DUS1L,ENST00000306796.10
FASN,ENST00000306749.4
SLC16A3,ENST00000582743.6
CD7,ENST00000312648.8
SECTM1,ENST00000269389.8
TEX19,ENST00000333437.5
UTS2R,ENST00000313135.5
OGFOD3,ENST00000313056.10
HEXD,ENST00000327949.15
CYBC1,ENST00000306645.10
NARF,ENST00000309794.16
FOXK2,ENST00000335255.10
WDR45B,ENST00000392325.9
RAB40B,ENST00000571995.6
FN3KRP,ENST00000269373.11
FN3K,ENST00000300784.8
TBCD,ENST00000355528.9
ZNF750,ENST00000269394.4
METRNL,ENST00000320095.12
USP14,ENST00000261601.8
THOC1,ENST00000261600.11
COLEC12,ENST00000400256.5
CETN1,ENST00000327228.5
TYMS,ENST00000323274.15
ENOSF1,ENST00000647584.2
YES1,ENST00000314574.5
ADCYAP1,ENST00000450565.8
METTL4,ENST00000574538.2
NDC80,ENST00000261597.9
SMCHD1,ENST00000320876.11
EMILIN2,ENST00000254528.4
LPIN2,ENST00000677752.1
MYOM1,ENST00000356443.9
MYL12A,ENST00000217652.8
MYL12B,ENST00000237500.10
TGIF1,ENST00000343820.10
DLGAP1,ENST00000315677.8
AKAIN1,ENST00000434239.4
ZBTB14,ENST00000651870.1
EPB41L3,ENST00000341928.7
L3MBTL4,ENST00000317931.12
ARHGAP28,ENST00000383472.9
LAMA1,ENST00000389658.4
PTPRM,ENST00000580170.6
RAB12,ENST00000649141.2
